,name,s1,s2,s3,split,audio_path,rating,Q,A
38,CZ1511-40,84.0,83.0,88.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-40.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
39,CZ1511-41,45.0,20.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-41.wav,2.5,"How would you rate the performance, in a scale of 5?",2.5
39,CZ1511-41,45.0,20.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-41.wav,2.5,What kind of performance might this be?,This is a student's performance.
39,CZ1511-41,45.0,20.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-41.wav,2.5,"Which difficulty level is the piece, in a scale of 9?",3
40,CZ1511-42,94.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-42.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
40,CZ1511-42,94.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-42.wav,5.0,What kind of performance might this be?,This is a student's performance.
40,CZ1511-42,94.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-42.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
41,CZ1511-43,88.0,90.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-43.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
41,CZ1511-43,88.0,90.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-43.wav,4.5,What kind of performance might this be?,This is a student's performance.
41,CZ1511-43,88.0,90.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-43.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
42,CZ1511-44,80.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-44.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
42,CZ1511-44,80.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-44.wav,4.5,What kind of performance might this be?,This is a student's performance.
42,CZ1511-44,80.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-44.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
43,CZ1511-45,72.0,63.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-45.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
43,CZ1511-45,72.0,63.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-45.wav,4.0,What kind of performance might this be?,This is a student's performance.
43,CZ1511-45,72.0,63.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1511-45.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
44,CZ1512-01,84.0,98.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-01.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
44,CZ1512-01,84.0,98.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-01.wav,4.5,What kind of performance might this be?,This is a student's performance.
44,CZ1512-01,84.0,98.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-01.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
45,CZ1512-02,85.0,90.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-02.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
45,CZ1512-02,85.0,90.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-02.wav,4.5,What kind of performance might this be?,This is a student's performance.
45,CZ1512-02,85.0,90.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-02.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
46,CZ1512-03,90.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-03.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
46,CZ1512-03,90.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-03.wav,4.5,What kind of performance might this be?,This is a student's performance.
46,CZ1512-03,90.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-03.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
47,CZ1512-04,93.0,98.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-04.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
47,CZ1512-04,93.0,98.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-04.wav,5.0,What kind of performance might this be?,This is a student's performance.
47,CZ1512-04,93.0,98.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-04.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
48,CZ1512-06,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-06.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
48,CZ1512-06,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-06.wav,5.0,What kind of performance might this be?,This is a student's performance.
48,CZ1512-06,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-06.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
49,CZ1512-07,60.0,75.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-07.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
49,CZ1512-07,60.0,75.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-07.wav,4.0,What kind of performance might this be?,This is a student's performance.
49,CZ1512-07,60.0,75.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-07.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
50,CZ1512-08,85.0,83.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-08.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
50,CZ1512-08,85.0,83.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-08.wav,4.5,What kind of performance might this be?,This is a student's performance.
50,CZ1512-08,85.0,83.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-08.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
51,CZ1512-09,87.0,90.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-09.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
51,CZ1512-09,87.0,90.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-09.wav,4.5,What kind of performance might this be?,This is a student's performance.
51,CZ1512-09,87.0,90.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-09.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
52,CZ1512-10,88.0,93.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-10.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
52,CZ1512-10,88.0,93.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-10.wav,4.5,What kind of performance might this be?,This is a student's performance.
52,CZ1512-10,88.0,93.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-10.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
53,CZ1512-11,80.0,60.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-11.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
53,CZ1512-11,80.0,60.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-11.wav,4.0,What kind of performance might this be?,This is a student's performance.
53,CZ1512-11,80.0,60.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-11.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
54,CZ1512-12,86.0,95.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-12.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
54,CZ1512-12,86.0,95.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-12.wav,4.5,What kind of performance might this be?,This is a student's performance.
54,CZ1512-12,86.0,95.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-12.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
55,CZ1512-14,95.0,98.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-14.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
55,CZ1512-14,95.0,98.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-14.wav,5.0,What kind of performance might this be?,This is a student's performance.
55,CZ1512-14,95.0,98.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-14.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
56,CZ1512-15,86.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-15.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
56,CZ1512-15,86.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-15.wav,4.5,What kind of performance might this be?,This is a student's performance.
56,CZ1512-15,86.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-15.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
57,CZ1512-16,80.0,88.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-16.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
57,CZ1512-16,80.0,88.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-16.wav,4.5,What kind of performance might this be?,This is a student's performance.
57,CZ1512-16,80.0,88.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-16.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
58,CZ1512-17,86.0,93.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-17.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
58,CZ1512-17,86.0,93.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-17.wav,4.5,What kind of performance might this be?,This is a student's performance.
58,CZ1512-17,86.0,93.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-17.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
59,CZ1512-18,87.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-18.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
59,CZ1512-18,87.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-18.wav,4.5,What kind of performance might this be?,This is a student's performance.
59,CZ1512-18,87.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-18.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
60,CZ1512-19,72.0,75.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-19.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
60,CZ1512-19,72.0,75.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-19.wav,4.0,What kind of performance might this be?,This is a student's performance.
60,CZ1512-19,72.0,75.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-19.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
61,CZ1512-20,78.0,58.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-20.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
61,CZ1512-20,78.0,58.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-20.wav,4.0,What kind of performance might this be?,This is a student's performance.
61,CZ1512-20,78.0,58.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-20.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
62,CZ1512-21,94.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-21.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
62,CZ1512-21,94.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-21.wav,5.0,What kind of performance might this be?,This is a student's performance.
62,CZ1512-21,94.0,93.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-21.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
63,CZ1512-22,80.0,68.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-22.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
63,CZ1512-22,80.0,68.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-22.wav,4.0,What kind of performance might this be?,This is a student's performance.
63,CZ1512-22,80.0,68.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-22.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
64,CZ1512-23,60.0,60.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-23.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
64,CZ1512-23,60.0,60.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-23.wav,3.5,What kind of performance might this be?,This is a student's performance.
64,CZ1512-23,60.0,60.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-23.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
65,CZ1512-24,20.0,10.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-24.wav,1.5,"How would you rate the performance, in a scale of 5?",1.5
65,CZ1512-24,20.0,10.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-24.wav,1.5,What kind of performance might this be?,This is a student's performance.
65,CZ1512-24,20.0,10.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-24.wav,1.5,"Which difficulty level is the piece, in a scale of 9?",3
66,CZ1512-25,93.0,98.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-25.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
66,CZ1512-25,93.0,98.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-25.wav,5.0,What kind of performance might this be?,This is a student's performance.
66,CZ1512-25,93.0,98.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-25.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
67,CZ1512-26,78.0,63.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-26.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
67,CZ1512-26,78.0,63.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-26.wav,4.0,What kind of performance might this be?,This is a student's performance.
67,CZ1512-26,78.0,63.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-26.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
68,CZ1512-27,60.0,65.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-27.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
68,CZ1512-27,60.0,65.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-27.wav,3.5,What kind of performance might this be?,This is a student's performance.
68,CZ1512-27,60.0,65.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-27.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
69,CZ1512-28,92.0,98.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-28.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
69,CZ1512-28,92.0,98.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-28.wav,5.0,What kind of performance might this be?,This is a student's performance.
69,CZ1512-28,92.0,98.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-28.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
70,CZ1512-29,50.0,20.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-29.wav,2.5,"How would you rate the performance, in a scale of 5?",2.5
70,CZ1512-29,50.0,20.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-29.wav,2.5,What kind of performance might this be?,This is a student's performance.
70,CZ1512-29,50.0,20.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-29.wav,2.5,"Which difficulty level is the piece, in a scale of 9?",3
71,CZ1512-30,87.0,98.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-30.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
71,CZ1512-30,87.0,98.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-30.wav,4.5,What kind of performance might this be?,This is a student's performance.
71,CZ1512-30,87.0,98.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-30.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
72,CZ1512-31,86.0,98.0,87.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-31.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
72,CZ1512-31,86.0,98.0,87.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-31.wav,5.0,What kind of performance might this be?,This is a student's performance.
72,CZ1512-31,86.0,98.0,87.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-31.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
73,CZ1512-32,90.0,63.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-32.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
73,CZ1512-32,90.0,63.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-32.wav,4.0,What kind of performance might this be?,This is a student's performance.
73,CZ1512-32,90.0,63.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-32.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
74,CZ1512-33,80.0,68.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-33.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
74,CZ1512-33,80.0,68.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-33.wav,4.0,What kind of performance might this be?,This is a student's performance.
74,CZ1512-33,80.0,68.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-33.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
75,CZ1512-34,80.0,68.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-34.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
75,CZ1512-34,80.0,68.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-34.wav,4.0,What kind of performance might this be?,This is a student's performance.
75,CZ1512-34,80.0,68.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-34.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
76,CZ1512-35,82.0,93.0,82.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-35.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
76,CZ1512-35,82.0,93.0,82.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-35.wav,4.5,What kind of performance might this be?,This is a student's performance.
76,CZ1512-35,82.0,93.0,82.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-35.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
77,CZ1512-36,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-36.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
77,CZ1512-36,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-36.wav,5.0,What kind of performance might this be?,This is a student's performance.
77,CZ1512-36,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-36.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
78,CZ1512-37,90.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-37.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
78,CZ1512-37,90.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-37.wav,4.5,What kind of performance might this be?,This is a student's performance.
78,CZ1512-37,90.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-37.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
79,CZ1512-38,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-38.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
79,CZ1512-38,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-38.wav,5.0,What kind of performance might this be?,This is a student's performance.
79,CZ1512-38,92.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-38.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
80,CZ1512-39,92.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-39.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
80,CZ1512-39,92.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-39.wav,5.0,What kind of performance might this be?,This is a student's performance.
80,CZ1512-39,92.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-39.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
81,CZ1512-40,60.0,68.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-40.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
81,CZ1512-40,60.0,68.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-40.wav,3.5,What kind of performance might this be?,This is a student's performance.
81,CZ1512-40,60.0,68.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-40.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
82,CZ1512-41,94.0,98.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-41.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
82,CZ1512-41,94.0,98.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/6/wav/CZ1512-41.wav,5.0,What kind of performance might this be?,This is a student's performance.
