,id,technique,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,webpage_url,channel_url,Scales,Arpeggios,Ornaments,Repeatednotes,Doublenotes,Octave,Staccato,split,audio_path,Q,A
184,Staccato_3,Staccato,Staccato_3.wav,,18.11201814058957,,,,,,,0,0,0,0,0,0,1,train,/data/scratch/acw630/PianoJudge/techniques/Staccato_3.wav,Can you identify the dominant piano technique in this track?,Staccato
162,ttp2QX0O9ko,Scales,Week Two: Scales (G-Db) [124bpm],20200924.0,222.0,21.0,0.0,,0.0,https://www.youtube.com/watch?v=ttp2QX0O9ko,https://www.youtube.com/channel/UCNrfNue6QWutjqgc2dzOL1Q,1,0,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/ttp2QX0O9ko.wav,What is the primary piano technique used in this track?,Scales
81,xXi3dl5R92c_cut2,Ornaments,Mozart - Piano Sonata No.8 in A Minor - II. Andante cantabile [Sheet Music] (Piano Solo),20160122.0,645.0,55222.0,609.0,,33.0,https://www.youtube.com/watch?v=xXi3dl5R92c,https://www.youtube.com/channel/UCvvYVO8q5wF66DPaO2rW18Q,0,0,1,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/xXi3dl5R92c_cut2.wav,Can you identify the dominant piano technique in this track?,Ornaments
39,MP_3kWh0Gr4,Doublenotes|Repeatednotes,拜厄钢琴基础教程 No90,20171202.0,45.0,3095.0,13.0,,3.0,https://www.youtube.com/watch?v=MP_3kWh0Gr4,https://www.youtube.com/channel/UCDxpW90bwh941_tu5_RojRQ,0,0,0,0,1,0,0,train,/data/scratch/acw630/PianoJudge/techniques/MP_3kWh0Gr4.wav,Can you identify the dominant piano technique in this track?,Doublenotes
185,Octave_4,Octave,Octave_4.wav,,21.290680272108844,,,,,,,0,0,0,0,0,1,0,train,/data/scratch/acw630/PianoJudge/techniques/Octave_4.wav,What piano technique is most noticeable?,Octave
47,Z2A1Fm_luXs,Doublenotes,"Czerny - The Art of Finger Dexterity Op.740, Book II - No.10",20100105.0,61.0,75532.0,352.0,,9.0,https://www.youtube.com/watch?v=Z2A1Fm_luXs,https://www.youtube.com/channel/UC-W45uERzWmlf5fPHIVUClg,0,0,0,0,1,0,0,train,/data/scratch/acw630/PianoJudge/techniques/Z2A1Fm_luXs.wav,Which piano technique stands out the most in this composition?,Doublenotes
94,JRiumYw-buA_cut1,Ornaments,Scarlatti - Selected Sonatas (Pletnev),20180709.0,2277.0,274213.0,3994.0,,148.0,https://www.youtube.com/watch?v=JRiumYw-buA,https://www.youtube.com/channel/UCn8_44BnszBokQ8LOc8WlMA,0,0,1,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/JRiumYw-buA_cut1.wav,Which piano technique stands out the most in this composition?,Ornaments
186,Ornaments_3,Ornaments,Ornaments_3.wav,,27.9680045351474,,,,,,,0,0,1,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/Ornaments_3.wav,Which piano technique stands out the most in this composition?,Ornaments
43,XvE00fLR93c,Doublenotes|Staccato,"Bartok:  MikroKosmos  no. 129   Alternating Thrirds   -   Bela Bartok, piano",20220611.0,51.0,101.0,0.0,,0.0,https://www.youtube.com/watch?v=XvE00fLR93c,https://www.youtube.com/channel/UCyYkoBNCzeEtd_fXs84TeNQ,0,0,0,0,1,0,1,train,/data/scratch/acw630/PianoJudge/techniques/XvE00fLR93c.wav,Can you identify the dominant piano technique in this track?,Doublenotes
145,cosIrQauQbU_cut,Scales,鋼琴 e小調音階旋律小音階,20201007.0,20.0,228.0,0.0,,,https://www.youtube.com/watch?v=cosIrQauQbU,https://www.youtube.com/channel/UCLE2ghl2ecquI-KEcKfK7UQ,1,0,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/cosIrQauQbU_cut.wav,What is the most prominent piano technique employed in this track?,Scales
153,t1LCHqQcyiQ,Scales|Staccato,全国钢琴考级五级曲目《C大调与a小调》,20181114.0,33.0,465.0,1.0,,0.0,https://www.youtube.com/watch?v=t1LCHqQcyiQ,https://www.youtube.com/channel/UCVI9mRPsWdcbUIvQxcWjz5Q,1,0,0,0,0,0,1,train,/data/scratch/acw630/PianoJudge/techniques/t1LCHqQcyiQ.wav,What piano technique is most noticeable?,Scales
3,UM-Rx6c1Ny0,Arpeggios,#shorts #shortstrending #EflatMajor #Arpeggio #scales #piano #pianotime #pianoscale #funtoplaypiano,20240122.0,16.0,13.0,0.0,,0.0,https://www.youtube.com/watch?v=UM-Rx6c1Ny0,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,0,1,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/UM-Rx6c1Ny0.wav,What piano technique is most noticeable?,Arpeggios
105,PAKtfkh0C1M_cut3,Repeatednotes,Great Pianists' Technique: Repeated Notes,20110829.0,924.0,97505.0,763.0,,77.0,https://www.youtube.com/watch?v=PAKtfkh0C1M,https://www.youtube.com/channel/UCOMf9cfYumvUhav6gzL4ERg,0,0,0,1,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/PAKtfkh0C1M_cut3.wav,What is the primary piano technique used in this track?,Repeatednotes
53,YPds_ZgooTs,Doublenotes,拜厄钢琴基础教程 No84,20171201.0,33.0,2032.0,8.0,,1.0,https://www.youtube.com/watch?v=YPds_ZgooTs,https://www.youtube.com/channel/UCDxpW90bwh941_tu5_RojRQ,0,0,0,0,1,0,0,train,/data/scratch/acw630/PianoJudge/techniques/YPds_ZgooTs.wav,Can you identify the dominant piano technique in this track?,Doublenotes
133,pGGHFf8XZAQ,Scales,拜厄钢琴基础教程 Beyer Scale in A major  A大调音阶,20221130.0,62.0,143.0,5.0,,,https://www.youtube.com/watch?v=pGGHFf8XZAQ,https://www.youtube.com/channel/UCIWgLXbZZgMgNGeQbQqkpRA,1,0,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/pGGHFf8XZAQ.wav,What is the most prominent piano technique employed in this track?,Scales
200,Arpeggios_e7,Arpeggios,Arpeggios_e7.wav,,14.613333333333332,,,,,,,0,1,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/Arpeggios_e7.wav,Which piano technique stands out the most in this composition?,Arpeggios
172,w-1ERRRUM-c_cut,Staccato|Repeatednotes,Debussy: Estampes - Jardins sous la Pluie (Gieseking),20090324.0,199.0,537158.0,2711.0,,147.0,https://www.youtube.com/watch?v=w-1ERRRUM-c,https://www.youtube.com/channel/UCcCH9BKo4SfRuozbIdM78JQ,0,0,0,1,0,0,1,train,/data/scratch/acw630/PianoJudge/techniques/w-1ERRRUM-c_cut.wav,Can you identify the dominant piano technique in this track?,Staccato
205,Octave_6,Octave,Octave_6.wav,,20.245351473922906,,,,,,,0,0,0,0,0,1,0,train,/data/scratch/acw630/PianoJudge/techniques/Octave_6.wav,What piano technique is most noticeable?,Octave
49,nsXT6p3AsrM,Doublenotes,"Bartok:  MikroKosmos  no. 131   Fourths   -   Bela Bartok, piano",20220611.0,56.0,97.0,1.0,,0.0,https://www.youtube.com/watch?v=nsXT6p3AsrM,https://www.youtube.com/channel/UCyYkoBNCzeEtd_fXs84TeNQ,0,0,0,0,1,0,0,train,/data/scratch/acw630/PianoJudge/techniques/nsXT6p3AsrM.wav,What is the primary piano technique used in this track?,Doublenotes
80,xXi3dl5R92c_cut1,Ornaments,Mozart - Piano Sonata No.8 in A Minor - II. Andante cantabile [Sheet Music] (Piano Solo),20160122.0,645.0,55222.0,609.0,,33.0,https://www.youtube.com/watch?v=xXi3dl5R92c,https://www.youtube.com/channel/UCvvYVO8q5wF66DPaO2rW18Q,0,0,1,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/xXi3dl5R92c_cut1.wav,What piano technique is most noticeable?,Ornaments
34,VYa5Rt1kKzQ,Doublenotes,"Czerny - The Art of Finger Dexterity Op.740, Book V - No.39",20100303.0,131.0,38061.0,93.0,,0.0,https://www.youtube.com/watch?v=VYa5Rt1kKzQ,https://www.youtube.com/channel/UC-W45uERzWmlf5fPHIVUClg,0,0,0,0,1,0,0,train,/data/scratch/acw630/PianoJudge/techniques/VYa5Rt1kKzQ.wav,Can you identify the dominant piano technique in this track?,Doublenotes
7,UhG9pPAcsHg,Arpeggios,31 分解和弦练习曲,20150520.0,30.0,964.0,6.0,,0.0,https://www.youtube.com/watch?v=UhG9pPAcsHg,https://www.youtube.com/channel/UC36fRPbLVO2oQ-CxEgjTi_w,0,1,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/UhG9pPAcsHg.wav,Which piano technique stands out the most in this composition?,Arpeggios
110,PAKtfkh0C1M_cut8,Repeatednotes|Staccato,Great Pianists' Technique: Repeated Notes,20110829.0,924.0,97505.0,763.0,,77.0,https://www.youtube.com/watch?v=PAKtfkh0C1M,https://www.youtube.com/channel/UCOMf9cfYumvUhav6gzL4ERg,0,0,0,1,0,0,1,train,/data/scratch/acw630/PianoJudge/techniques/PAKtfkh0C1M_cut8.wav,What is the most prominent piano technique employed in this track?,Repeatednotes
91,rZXLB7m4kOg,Ornaments|Staccato,"Czerny - The Art of Finger Dexterity Op.740, Book II - No.9",20100105.0,119.0,92001.0,448.0,,16.0,https://www.youtube.com/watch?v=rZXLB7m4kOg,https://www.youtube.com/channel/UC-W45uERzWmlf5fPHIVUClg,0,0,1,0,0,0,1,train,/data/scratch/acw630/PianoJudge/techniques/rZXLB7m4kOg.wav,Can you identify the dominant piano technique in this track?,Ornaments
83,xXi3dl5R92c_cut4,Ornaments|Repeatednotes,Mozart - Piano Sonata No.8 in A Minor - II. Andante cantabile [Sheet Music] (Piano Solo),20160122.0,645.0,55222.0,609.0,,33.0,https://www.youtube.com/watch?v=xXi3dl5R92c,https://www.youtube.com/channel/UCvvYVO8q5wF66DPaO2rW18Q,0,0,1,1,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/xXi3dl5R92c_cut4.wav,What is the primary piano technique used in this track?,Ornaments
196,Ornaments_1,Ornaments,Ornaments_1.wav,,17.386666666666667,,,,,,,0,0,1,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/Ornaments_1.wav,What is the most prominent piano technique employed in this track?,Ornaments
201,Octave_1,Octave,Octave_1.wav,,18.474671201814058,,,,,,,0,0,0,0,0,1,0,train,/data/scratch/acw630/PianoJudge/techniques/Octave_1.wav,What is the primary piano technique used in this track?,Octave
89,ro0QRhprRf4,Ornaments,"Czerny : Study Op. 599, No. 83",20130627.0,72.0,8887.0,76.0,,1.0,https://www.youtube.com/watch?v=ro0QRhprRf4,https://www.youtube.com/channel/UC_L5mMp5A_KyggRls2nZzlA,0,0,1,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/ro0QRhprRf4.wav,Can you identify the dominant piano technique in this track?,Ornaments
8,QJ7MU87qDrc,Arpeggios,"Carl Czerny : Op. 599, No. 23",20160223.0,63.0,5116.0,66.0,,5.0,https://www.youtube.com/watch?v=QJ7MU87qDrc,https://www.youtube.com/channel/UCSeoP6fbwKXXPCTHcRjU3cQ,0,1,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/QJ7MU87qDrc.wav,What is the primary piano technique used in this track?,Arpeggios
13,piECZCUMquY,Arpeggios,#shorts #shortstrending #shortsvideo #gminor #triads #scales #pianopractice #viral #goingviraltoday,20240203.0,16.0,5.0,2.0,,0.0,https://www.youtube.com/watch?v=piECZCUMquY,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,0,1,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/piECZCUMquY.wav,Can you identify the dominant piano technique in this track?,Arpeggios
59,YAWrQ_OrOvc,Octave,"Piano Practice - Chopin Étude Op. 25 No. 10 - Slow, Metronome (2) - 8/12/23 #pianolessonsonline",20230814.0,41.0,480.0,22.0,,0.0,https://www.youtube.com/watch?v=YAWrQ_OrOvc,https://www.youtube.com/channel/UCrxmsZQAWgO3KFlPf6OYqdA,0,0,0,0,0,1,0,train,/data/scratch/acw630/PianoJudge/techniques/YAWrQ_OrOvc.wav,What is the most prominent piano technique employed in this track?,Octave
189,Ornaments_4,Ornaments,Ornaments_4.wav,,22.76265306122449,,,,,,,0,0,1,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/Ornaments_4.wav,What piano technique is most noticeable?,Ornaments
131,jKjLp38TY5w,Scales,Week Three Scales (C-F#) [100bpm],20201001.0,262.0,15.0,0.0,,0.0,https://www.youtube.com/watch?v=jKjLp38TY5w,https://www.youtube.com/channel/UCNrfNue6QWutjqgc2dzOL1Q,1,0,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/jKjLp38TY5w.wav,What piano technique is most noticeable?,Scales
17,Yr50r0XOqe8,Arpeggios,順勢演奏的超快琶音~快來看放鬆彈琴的強大成效！,20230301.0,4.0,752.0,13.0,,0.0,https://www.youtube.com/watch?v=Yr50r0XOqe8,https://www.youtube.com/channel/UC8_ijjpNCBR9bV9YBofRYWg,0,1,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/Yr50r0XOqe8.wav,Which piano technique stands out the most in this composition?,Arpeggios
166,fi23cCYyv2U,Scales,鋼琴音階彈奏,20160723.0,16.0,1897.0,8.0,,0.0,https://www.youtube.com/watch?v=fi23cCYyv2U,https://www.youtube.com/channel/UC2q2T2nsDAPEPQJ-uEXOU8w,1,0,0,0,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/fi23cCYyv2U.wav,Can you identify the dominant piano technique in this track?,Scales
72,HXpsEFQsAFc,Octave,"Debussy: Étude No. 5 'pour les octaves', L.136",20200829.0,190.0,19825.0,328.0,,0.0,https://www.youtube.com/watch?v=HXpsEFQsAFc,https://www.youtube.com/channel/UCRyh___DDg7uevMvLrjnmdA,0,0,0,0,0,1,0,train,/data/scratch/acw630/PianoJudge/techniques/HXpsEFQsAFc.wav,What is the most prominent piano technique employed in this track?,Octave
193,Repeatednotes_ravel_1,Repeatednotes,Repeatednotes_ravel_1.wav,,9.749319727891155,,,,,,,0,0,0,1,0,0,0,train,/data/scratch/acw630/PianoJudge/techniques/Repeatednotes_ravel_1.wav,What is the primary piano technique used in this track?,Repeatednotes
134,5YTmfv63-wY,Scales,#gminorharmonic #scale #handstogether #shorts #shortstrending #shortvideo #scales #gminor #harmonic,20240122.0,15.0,216.0,7.0,,2.0,https://www.youtube.com/watch?v=5YTmfv63-wY,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/5YTmfv63-wY.wav,What piano technique is most noticeable?,Scales
183,Arpeggios_e7dim,Arpeggios,Arpeggios_e7dim.wav,,14.421337868480723,,,,,,,0,1,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/Arpeggios_e7dim.wav,What piano technique is most noticeable?,Arpeggios
203,Staccato_2,Staccato,Staccato_2.wav,,28.60800453514739,,,,,,,0,0,0,0,0,0,1,val,/data/scratch/acw630/PianoJudge/techniques/Staccato_2.wav,Which piano technique stands out the most in this composition?,Staccato
63,kqWDdHF_OWg,Octave,Brutal octaves in Liszt,20220501.0,25.0,11309.0,490.0,,87.0,https://www.youtube.com/watch?v=kqWDdHF_OWg,https://www.youtube.com/channel/UCNBWNhQqAPuMd9Km-j7-Kmw,0,0,0,0,0,1,0,val,/data/scratch/acw630/PianoJudge/techniques/kqWDdHF_OWg.wav,What is the primary piano technique used in this track?,Octave
54,IknNg8SSKkM,Doublenotes,Béla Bartók - Mikrokosmos 71: Thirds,20221123.0,72.0,289.0,4.0,,0.0,https://www.youtube.com/watch?v=IknNg8SSKkM,https://www.youtube.com/channel/UCf7-eKp66x6oqrjvVCNRMTg,0,0,0,0,1,0,0,val,/data/scratch/acw630/PianoJudge/techniques/IknNg8SSKkM.wav,Which piano technique stands out the most in this composition?,Doublenotes
107,PAKtfkh0C1M_cut5,Repeatednotes|Staccato,Great Pianists' Technique: Repeated Notes,20110829.0,924.0,97505.0,763.0,,77.0,https://www.youtube.com/watch?v=PAKtfkh0C1M,https://www.youtube.com/channel/UCOMf9cfYumvUhav6gzL4ERg,0,0,0,1,0,0,1,val,/data/scratch/acw630/PianoJudge/techniques/PAKtfkh0C1M_cut5.wav,What piano technique is most noticeable?,Repeatednotes
50,_uDNENyVUbE,Doublenotes|Scales,Scales in Thirds - A Major (三度音階 - A大調),20231122.0,17.0,55.0,1.0,,0.0,https://www.youtube.com/watch?v=_uDNENyVUbE,https://www.youtube.com/channel/UCHnp2zMd9K6Flh012MP6EDA,1,0,0,0,1,0,0,val,/data/scratch/acw630/PianoJudge/techniques/_uDNENyVUbE.wav,What is the most prominent piano technique employed in this track?,Doublenotes
174,xnf_eve4aeU,Staccato,"Burgmüller: Spirit of Chivalry, Op. 100 No. 25 | Cory Hall, pianist-composer",20130619.0,127.0,94951.0,1127.0,,80.0,https://www.youtube.com/watch?v=xnf_eve4aeU,https://www.youtube.com/channel/UCuHRjYQVbZ1r48LL8MODEtw,0,0,0,0,0,0,1,val,/data/scratch/acw630/PianoJudge/techniques/xnf_eve4aeU.wav,What piano technique is most noticeable?,Staccato
218,Repeatednotes_1,Repeatednotes,Repeatednotes_1.wav,,18.048004535147392,,,,,,,0,0,0,1,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/Repeatednotes_1.wav,What piano technique is most noticeable?,Repeatednotes
169,StMcY3iICGQ,Scales,巴斯蒂安钢琴教程【第五套技巧分册】30 两个八度的和声小调音阶（升号调音阶）,20180121.0,74.0,32.0,0.0,,0.0,https://www.youtube.com/watch?v=StMcY3iICGQ,https://www.youtube.com/channel/UCDxpW90bwh941_tu5_RojRQ,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/StMcY3iICGQ.wav,What is the primary piano technique used in this track?,Scales
58,jRKisjW2nnM,Octave,Carl Czerny Op.553 No.1,20200318.0,160.0,305.0,4.0,,2.0,https://www.youtube.com/watch?v=jRKisjW2nnM,https://www.youtube.com/channel/UCEWj-KokvHn8oCamISOaVDw,0,0,0,0,0,1,0,val,/data/scratch/acw630/PianoJudge/techniques/jRKisjW2nnM.wav,What piano technique is most noticeable?,Octave
48,G0arFYjFKb4,Doublenotes,拜厄钢琴基础教程 No68,20171201.0,20.0,2174.0,7.0,,1.0,https://www.youtube.com/watch?v=G0arFYjFKb4,https://www.youtube.com/channel/UCDxpW90bwh941_tu5_RojRQ,0,0,0,0,1,0,0,val,/data/scratch/acw630/PianoJudge/techniques/G0arFYjFKb4.wav,What is the primary piano technique used in this track?,Doublenotes
88,6MIKbwQ1PGQ,Ornaments,"Czerny - The Art of Finger Dexterity Op.740, Book III - No.22",20100107.0,115.0,44312.0,136.0,,5.0,https://www.youtube.com/watch?v=6MIKbwQ1PGQ,https://www.youtube.com/channel/UC-W45uERzWmlf5fPHIVUClg,0,0,1,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/6MIKbwQ1PGQ.wav,Which piano technique stands out the most in this composition?,Ornaments
21,YUcCcNROo4o,Arpeggios,琶音Arpeggio 1 (C大調~d小調),20210724.0,50.0,4942.0,29.0,,0.0,https://www.youtube.com/watch?v=YUcCcNROo4o,https://www.youtube.com/channel/UCHnp2zMd9K6Flh012MP6EDA,0,1,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/YUcCcNROo4o.wav,What piano technique is most noticeable?,Arpeggios
57,aarUpTRqAdc,Octave,玄玄鋼琴演奏「布拉姆八度音」,20131225.0,18.0,119.0,0.0,,0.0,https://www.youtube.com/watch?v=aarUpTRqAdc,https://www.youtube.com/channel/UCczZyfgBACN2dG0HuNEwRqg,0,0,0,0,0,1,0,val,/data/scratch/acw630/PianoJudge/techniques/aarUpTRqAdc.wav,What piano technique is most noticeable?,Octave
160,VFAUWbTgXr8,Scales,期末鋼琴音階,20190414.0,43.0,32.0,0.0,,0.0,https://www.youtube.com/watch?v=VFAUWbTgXr8,https://www.youtube.com/channel/UCpImFaoGJNtTeMj84h3hygg,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/VFAUWbTgXr8.wav,Which piano technique stands out the most in this composition?,Scales
214,Repeatednotes_2,Repeatednotes,Repeatednotes_2.wav,,20.52265306122449,,,,,,,0,0,0,1,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/Repeatednotes_2.wav,What piano technique is most noticeable?,Repeatednotes
187,Arpeggios_eb_minor,Arpeggios,Arpeggios_eb_minor.wav,,11.989319727891155,,,,,,,0,1,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/Arpeggios_eb_minor.wav,What is the primary piano technique used in this track?,Arpeggios
191,Arpeggios_eb_major,Arpeggios,Arpeggios_eb_major.wav,,21.29124716553288,,,,,,,0,1,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/Arpeggios_eb_major.wav,Can you identify the dominant piano technique in this track?,Arpeggios
129,9gYLJSFdNKw,Scales,Chromatic scale on C (hands separate) #chromatic #scales #practicingpiano #practice #pianomusic,20240211.0,28.0,63.0,1.0,,0.0,https://www.youtube.com/watch?v=9gYLJSFdNKw,https://www.youtube.com/channel/UCkdJNU5qf-10UM4QjQWoIXA,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/9gYLJSFdNKw.wav,What is the most prominent piano technique employed in this track?,Scales
37,tHoVTbZEab8,Doublenotes,Béla Bartók - Mikrokosmos Book 3 - No. 67 - Thirds against a Single Voice,20230806.0,35.0,89.0,3.0,,0.0,https://www.youtube.com/watch?v=tHoVTbZEab8,https://www.youtube.com/channel/UCYMo7tAr2TkkvfR5f5Uyr3w,0,0,0,0,1,0,0,val,/data/scratch/acw630/PianoJudge/techniques/tHoVTbZEab8.wav,Which piano technique stands out the most in this composition?,Doublenotes
157,2nRGtXQi1ys,Scales,Week 1: Scales (C-F) [120-132 bpm],20200917.0,172.0,124.0,2.0,,0.0,https://www.youtube.com/watch?v=2nRGtXQi1ys,https://www.youtube.com/channel/UCNrfNue6QWutjqgc2dzOL1Q,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/2nRGtXQi1ys.wav,What is the primary piano technique used in this track?,Scales
208,Octave_2,Octave,Octave_2.wav,,47.59467120181406,,,,,,,0,0,0,0,0,1,0,val,/data/scratch/acw630/PianoJudge/techniques/Octave_2.wav,Can you identify the dominant piano technique in this track?,Octave
1,3iqZOeqZ0GY_cut,Arpeggios,27.01.23琶音练习T=85,20230128.0,3016.0,7.0,0.0,,0.0,https://www.youtube.com/watch?v=3iqZOeqZ0GY,https://www.youtube.com/channel/UC_CUw084uG1LRo-doLhC1UA,0,1,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/3iqZOeqZ0GY_cut.wav,What piano technique is most noticeable?,Arpeggios
52,mumalDzmPi0,Doublenotes,Czerny Etude op. 299 No. 38 G Major [Denis Zhdanov],20230802.0,81.0,4055.0,182.0,,33.0,https://www.youtube.com/watch?v=mumalDzmPi0,https://www.youtube.com/channel/UCCtWlohLxXq6bp2Ba2Jg-2Q,0,0,0,0,1,0,0,val,/data/scratch/acw630/PianoJudge/techniques/mumalDzmPi0.wav,What is the primary piano technique used in this track?,Doublenotes
149,Okp8b6PrefA,Scales,鋼琴練習：降D大調音階。daily piano practice : D-flat major. Before practicing. #littlepianist #兒童鋼琴,20221030.0,25.0,102.0,2.0,,,https://www.youtube.com/watch?v=Okp8b6PrefA,https://www.youtube.com/channel/UCSFSVE96daovd8dsKQ-1D7g,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/Okp8b6PrefA.wav,What is the primary piano technique used in this track?,Scales
130,kKaNutM8_Nc,Scales,巴斯蒂安钢琴教程【第五套技巧分册】24 降B大调音阶练习,20180120.0,25.0,56.0,0.0,,0.0,https://www.youtube.com/watch?v=kKaNutM8_Nc,https://www.youtube.com/channel/UCDxpW90bwh941_tu5_RojRQ,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/kKaNutM8_Nc.wav,What piano technique is most noticeable?,Scales
151,GmAxDLJW5-U,Scales,30天学钢琴 第30天 g和声小调音阶,20211201.0,13.0,19.0,1.0,,,https://www.youtube.com/watch?v=GmAxDLJW5-U,https://www.youtube.com/channel/UCpZoSVbZo_-TniqSvWJ1C7Q,1,0,0,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/GmAxDLJW5-U.wav,What is the most prominent piano technique employed in this track?,Scales
103,PAKtfkh0C1M_cut1,Repeatednotes,Great Pianists' Technique: Repeated Notes,20110829.0,924.0,97505.0,763.0,,77.0,https://www.youtube.com/watch?v=PAKtfkh0C1M,https://www.youtube.com/channel/UCOMf9cfYumvUhav6gzL4ERg,0,0,0,1,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/PAKtfkh0C1M_cut1.wav,Can you identify the dominant piano technique in this track?,Repeatednotes
99,SSjOS2EdmGE,Ornaments,"Carl Czerny, Op. 599, No. 76 by Landon Chan",20230731.0,32.0,745.0,5.0,,0.0,https://www.youtube.com/watch?v=SSjOS2EdmGE,https://www.youtube.com/channel/UCyafidY5fBUMb71zSARD-ZQ,0,0,1,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/SSjOS2EdmGE.wav,What piano technique is most noticeable?,Ornaments
116,GJ4qCMacMlA_cut1,Repeatednotes,"Burgmüller: The Return, Op. 100 No. 23 | Cory Hall, pianist-composer",20130704.0,80.0,75094.0,817.0,,38.0,https://www.youtube.com/watch?v=GJ4qCMacMlA,https://www.youtube.com/channel/UCuHRjYQVbZ1r48LL8MODEtw,0,0,0,1,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/GJ4qCMacMlA_cut1.wav,Which piano technique stands out the most in this composition?,Repeatednotes
87,2yt9NdixgoU,Ornaments|Arpeggio,拜爾 NO 100 河合拜爾下冊,20211005.0,63.0,1486.0,8.0,,0.0,https://www.youtube.com/watch?v=2yt9NdixgoU,https://www.youtube.com/channel/UCAJ8qdINIVVOwNAcHRp6T6Q,0,0,1,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/2yt9NdixgoU.wav,What is the most prominent piano technique employed in this track?,Ornaments
202,Doublenotes_3,Doublenotes,Doublenotes_3.wav,,16.704013605442178,,,,,,,0,0,0,0,1,0,0,val,/data/scratch/acw630/PianoJudge/techniques/Doublenotes_3.wav,What is the most prominent piano technique employed in this track?,Doublenotes
74,wjaG3ZVKnR0,Ornaments,"Hanon - The Tremolo, No.60 from 'The Virtuoso Pianist'",20220901.0,171.0,117947.0,2960.0,,175.0,https://www.youtube.com/watch?v=wjaG3ZVKnR0,https://www.youtube.com/channel/UCov9g-6I0fq192P4n1W4obw,0,0,1,0,0,0,0,val,/data/scratch/acw630/PianoJudge/techniques/wjaG3ZVKnR0.wav,What is the most prominent piano technique employed in this track?,Ornaments
210,Octave_ravel_2,Octave,Octave_ravel_2.wav,,23.89333333333333,,,,,,,0,0,0,0,0,1,0,val,/data/scratch/acw630/PianoJudge/techniques/Octave_ravel_2.wav,What is the primary piano technique used in this track?,Octave
121,w2QcWiTfMzE_cut,Repeatednotes|Staccato,Mendelssohn - Scherzo op.16 n°2 - Gilels,20121212.0,142.0,7803.0,107.0,,0.0,https://www.youtube.com/watch?v=w2QcWiTfMzE,https://www.youtube.com/channel/UCJ-YjzpJxteFS5-TUoBIWYQ,0,0,0,1,0,0,1,val,/data/scratch/acw630/PianoJudge/techniques/w2QcWiTfMzE_cut.wav,What is the primary piano technique used in this track?,Repeatednotes
221,Octave|Doublenotes_1,Octave|Doublenotes,Octave|Doublenotes_1.wav,,14.933333333333334,,,,,,,0,0,0,0,1,1,0,val,/data/scratch/acw630/PianoJudge/techniques/Octave|Doublenotes_1.wav,Which piano technique stands out the most in this composition?,Octave
