,split,audio_path,shape,Q,A
5862,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0017.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5863,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0017.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5864,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0017.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5865,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0017.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5866,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0268.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5867,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0268.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5868,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0268.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5869,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0023.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5870,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0023.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5871,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0023.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5872,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0023.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5873,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0282.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5874,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0282.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5875,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0282.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5876,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0345.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5877,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0345.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5878,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0345.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5879,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0339.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5880,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0339.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5881,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0339.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5882,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0323.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5883,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0323.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5884,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0323.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5885,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0259.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5886,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0259.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5887,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0259.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5888,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0320.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5889,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0320.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5890,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0320.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5891,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0291.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5892,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0291.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5893,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0291.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5894,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0021.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5895,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0021.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5896,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0021.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5897,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0021.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5898,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0280.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5899,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0280.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5900,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0280.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5901,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0032.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5902,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0032.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5903,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0032.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5904,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0032.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5905,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0284.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5906,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0284.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5907,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0284.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5908,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0012.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5909,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0012.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5910,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0012.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5911,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0012.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5912,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0265.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5913,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0265.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5914,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0265.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5915,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0287.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5916,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0287.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5917,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0287.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5918,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0319.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5919,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0319.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5920,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0319.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5921,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0244.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5922,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0244.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5923,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0244.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5924,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0256.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5925,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0256.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5926,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0256.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5927,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0241.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5928,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0241.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5929,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0241.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5930,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0322.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5931,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0322.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5932,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0322.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5933,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0272.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5934,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0272.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5935,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0272.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5936,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0250.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5937,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0250.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5938,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0250.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5939,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0286.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5940,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0286.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5941,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0286.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5942,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0281.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5943,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0281.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5944,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0281.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5945,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0022.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5946,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0022.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5947,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0022.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5948,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0022.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5949,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0288.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5950,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0288.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5951,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0288.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5952,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0251.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5953,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0251.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5954,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0251.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5955,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0009.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5956,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0009.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5957,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0009.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5958,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0009.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5959,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0257.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5960,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0257.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5961,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0257.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5962,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0295.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5963,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0295.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5964,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0295.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5965,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0254.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5966,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0254.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5967,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0254.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5968,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0005.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5969,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0005.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5970,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0005.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5971,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0005.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5972,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0018.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5973,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0018.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5974,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0018.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5975,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0018.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5976,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0019.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5977,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0019.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5978,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0019.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5979,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0019.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5980,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0016.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5981,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0016.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5982,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0016.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5983,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0016.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5984,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0273.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5985,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0273.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5986,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0273.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5987,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0029.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5988,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0029.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
5989,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0029.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5990,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0029.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5991,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0326.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5992,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0326.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5993,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0326.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5994,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0294.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5995,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0294.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5996,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0294.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
5997,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0235.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
5998,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0235.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
5999,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0235.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
6000,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0274.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
6001,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0274.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
6002,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0274.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
6003,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0013.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
6004,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0013.wav,5_3,How is the articulation in the piece?,The piece is played with staccato articulation.
6005,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0013.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
6006,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/staccato0013.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
6007,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0293.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
6008,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0293.wav,5_3,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
6009,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0293.wav,5_3,"Which difficulty level is the piece, in a scale of 9?",1
6010,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/5_3/sample0312.wav,5_3,How is the dynamics change in the piece?,"The dynamics is increasing, with a cresc. applied on the phrase."
